fid,CMUN,CDENTIDAD,CDNUCLEO,CDTNUCLEO,ETIQUETA,DESCR,BUSCA,POB,Poblacion_Total,avg_dis_B_d,avg_dis_B_t,avg_dis_B_total,avg_dis_H2_d,avg_dis_H2_t,avg_dis_H2_total,avg_dis_H3_d,avg_dis_H3_t,avg_dis_H3_total,avg_dis_J_d,avg_dis_J_t,avg_dis_J_total,avg_dis_M_d,avg_dis_M_t,avg_dis_M_total,avg_dis_d,avg_dis_t,avg_dis_total,avg_dur_B_d,avg_dur_B_t,avg_dur_B_total,avg_dur_H2_d,avg_dur_H2_t,avg_dur_H2_total,avg_dur_H3_d,avg_dur_H3_t,avg_dur_H3_total,avg_dur_J_d,avg_dur_J_t,avg_dur_J_total,avg_dur_M_d,avg_dur_M_t,avg_dur_M_total,avg_dur_d,avg_dur_t,avg_dur_total,dis_B_d_n,dis_B_d_p,dis_B_t_n,dis_B_t_p,dis_H21_d_n,dis_H21_d_p,dis_H21_t_n,dis_H21_t_p,dis_H22_d_n,dis_H22_d_p,dis_H22_t_n,dis_H22_t_p,dis_H23_d_n,dis_H23_d_p,dis_H23_t_n,dis_H23_t_p,dis_H24_d_n,dis_H24_d_p,dis_H24_t_n,dis_H24_t_p,dis_H31_d_n,dis_H31_d_p,dis_H31_t_n,dis_H31_t_p,dis_H32_d_n,dis_H32_d_p,dis_H32_t_n,dis_H32_t_p,dis_H33_d_n,dis_H33_d_p,dis_H33_t_n,dis_H33_t_p,dis_J_d_n,dis_J_d_p,dis_J_t_n,dis_J_t_p,dis_M_d_n,dis_M_d_p,dis_M_t_n,dis_M_t_p,dur_B_d_n,dur_B_d_p,dur_B_t_n,dur_B_t_p,dur_H21_d_n,dur_H21_d_p,dur_H21_t_n,dur_H21_t_p,dur_H22_d_n,dur_H22_d_p,dur_H22_t_n,dur_H22_t_p,dur_H23_d_n,dur_H23_d_p,dur_H23_t_n,dur_H23_t_p,dur_H24_d_n,dur_H24_d_p,dur_H24_t_n,dur_H24_t_p,dur_H31_d_n,dur_H31_d_p,dur_H31_t_n,dur_H31_t_p,dur_H32_d_n,dur_H32_d_p,dur_H32_t_n,dur_H32_t_p,dur_H33_d_n,dur_H33_d_p,dur_H33_t_n,dur_H33_t_p,dur_J_d_n,dur_J_d_p,dur_J_t_n,dur_J_t_p,dur_M_d_n,dur_M_d_p,dur_M_t_n,dur_M_t_p,w_avg_dis_B_d,w_avg_dis_B_t,w_avg_dis_B_total,w_avg_dis_H2_d,w_avg_dis_H2_t,w_avg_dis_H2_total,w_avg_dis_H3_d,w_avg_dis_H3_t,w_avg_dis_H3_total,w_avg_dis_J_d,w_avg_dis_J_t,w_avg_dis_J_total,w_avg_dis_M_d,w_avg_dis_M_t,w_avg_dis_M_total,w_avg_dis_d,w_avg_dis_t,w_avg_dis_total,w_avg_dur_B_d,w_avg_dur_B_t,w_avg_dur_B_total,w_avg_dur_H2_d,w_avg_dur_H2_t,w_avg_dur_H2_total,w_avg_dur_H3_d,w_avg_dur_H3_t,w_avg_dur_H3_total,w_avg_dur_J_d,w_avg_dur_J_t,w_avg_dur_J_total,w_avg_dur_M_d,w_avg_dur_M_t,w_avg_dur_M_total,w_avg_dur_d,w_avg_dur_t,w_avg_dur_total
11,"101","01","01","1010101",Olmeda de las Fuentes,Olmeda de las Fuentes,Olmeda de las Fuentes Núcleo,404,"404",33686.25,36759.5,33686.25,55562.25,58498.5,55562.25,56407,62264,56407,34092.75,36693.5,34092.75,33638.5,35795,33638.5,42677.35,46002.1,42677.35,3949,6153.5,3949,6039.25,9146,6039.25,5907.5,9157,5907.5,4628.5,7345,4628.5,3588.5,5240,3588.5,4822.55,7408.3,4822.55,30613,30613,37659,35860,52626,52626,58764,58233,,,,,,,,,,,,,50550,50550,63266,61262,,,,,,,,,31492,31492,37101,36286,31482,31482,35795,35795,1766,1723,5700,6607,2955,2910,9326,8966,,,,,,,,,,,,,2646,2670,9852,8462,,,,,,,,,1945,1879,6924,7766,1965,1909,5240,5240,13609245,14850838,13609245,22447149,23633394,22447149,22788428,25154656,22788428,13773471,14824174,13773471,13589954,14461180,13589954,17241649.4,18584848.4,17241649.4,1595396,2486014,1595396,2439857,3694984,2439857,2386630,3699428,2386630,1869914,2967380,1869914,1449754,2116960,1449754,1948310.2,2992953.2,1948310.2
12,"075","09","01","0750901",Prado Concejil,Prado Concejil,Prado Concejil Núcleo,530,"530",24289.25,34272.5,24289.25,29824.75,31191.5,29824.75,30781.75,35181.5,30781.75,11470.5,12192,11470.5,17267.5,21499,17267.5,22726.75,26867.3,22726.75,3451.25,5797,3451.25,3741.75,5621.5,3741.75,3757,5912.5,3757,1863.25,2894,1863.25,3097.5,5159,3097.5,3182.15,5076.8,3182.15,14306,14306,45431,23114,28458,28458,34321,28062,,,,,,,,,,,,,26382,26382,37798,32565,,,,,,,,,10749,10749,12191,12193,13036,13036,21825,21173,1112,1099,7058,4536,1866,1858,6428,4815,,,,,,,,,,,,,1537,1666,6138,5687,,,,,,,,,837,828,3067,2721,1057,1015,6142,4176,12873302.5,18164425,12873302.5,15807117.5,16531495,15807117.5,16314327.5,18646195,16314327.5,6079365,6461760,6079365,9151775,11394470,9151775,12045177.5,14239669,12045177.5,1829162.5,3072410,1829162.5,1983127.5,2979395,1983127.5,1991210,3133625,1991210,987522.5,1533820,987522.5,1641675,2734270,1641675,1686539.5,2690704,1686539.5
13,"001","01","01","0010101","Acebeda, La",La Acebeda,La Acebeda Núcleo,53,"53",50556,55460,50556,79616.25,91370.5,79616.25,86877.5,90665.5,86877.5,25705.25,31511.5,25705.25,92487.25,116811.5,92487.25,70353.2916666667,79414.0833333333,70353.2916666667,5748.75,9515,5748.75,5608.25,8417.5,5608.25,5871.25,8308,5871.25,2362,3797,2362,6993.5,11034,6993.5,5409.16666666667,8229.91666666667,5409.16666666667,45652,45652,52952,57968,67862,67862,85704,97037,,,,,,,,,,,,,84254,84254,96753,82613,81925,81925,98718,84578,,,,,19899,19899,32404,30619,68163,68163,121984,111639,2000,1965,9275,9755,2777,2821,7969,8866,,,,,,,,,,,,,3284,3474,8836,6916,3389,3591,9585,7895,,,,,926,928,3917,3677,2942,2964,11494,10574,2679468,2939380,2679468,4219661.25,4842636.5,4219661.25,4604507.5,4805271.5,4604507.5,1362378.25,1670109.5,1362378.25,4901824.25,6191009.5,4901824.25,3728724.45833333,4208946.41666667,3728724.45833333,304683.75,504295,304683.75,297237.25,446127.5,297237.25,311176.25,440324,311176.25,125186,201241,125186,370655.5,584802,370655.5,286685.833333333,436185.583333333,286685.833333333
14,"072","05","01","0720501",Parque de las Colinas,Parque de las Colinas,Parque de las Colinas Núcleo,512,"512",18770,18810,18770,33373.25,48496.5,33373.25,29077.8333333333,29705.3333333333,29077.8333333333,12837.75,12767.5,12837.75,33327.25,48450.5,33327.25,26505.9642857143,31091.5,26505.9642857143,1975.25,2366,1975.25,3057,4851,3057,2448.5,3132,2448.5,1901.25,2944,1901.25,3030,4813,3030,2472.71428571429,3481.42857142857,2472.71428571429,18730,18730,18810,18810,18250,18250,26120,70873,,,,,,,,,,,,,31439,31439,31343,31324,31356,31356,31514,31495,22556,22556,26506,26050,12908,12908,12780,12755,18204,18204,26074,70827,1602,1567,2366,2366,1260,1266,5015,4687,,,,,,,,,,,,,1698,2196,2582,2582,1716,2160,2740,2740,1325,1495,4524,3624,830,887,3246,2642,1245,1249,4977,4649,9610240,9630720,9610240,17087104,24830208,17087104,14887850.6666667,15209130.6666667,14887850.6666667,6572928,6536960,6572928,17063552,24806656,17063552,13571053.7142857,15918848,13571053.7142857,1011328,1211392,1011328,1565184,2483712,1565184,1253632,1603584,1253632,973440,1507328,973440,1551360,2464256,1551360,1266029.71428571,1782491.42857143,1266029.71428571
15,"179","01","01","1790101",Eurovillas,Eurovillas,Eurovillas Núcleo,1604,"1604",27394.25,31132.5,27394.25,49403,53137,49403,50616,57639,50616,29906.75,31778.5,29906.75,27346.5,30168,27346.5,36933.3,40771,36933.3,3591.75,5832.5,3591.75,5831.25,9109,5831.25,5908.5,9531,5908.5,4542.75,7442,4542.75,3228.25,4919,3228.25,4620.5,7366.7,4620.5,23656,23656,32032,30233,45669,45669,53137,53137,,,,,,,,,,,,,43593,43593,57639,57639,,,,,,,,,28035,28035,31474,32083,24525,24525,30168,30168,1356,1346,5379,6286,2564,2543,8959,9259,,,,,,,,,,,,,2246,2326,9531,9531,,,,,,,,,1639,1648,6557,8327,1542,1533,4919,4919,43940377,49936530,43940377,79242412,85231748,79242412,81188064,92452956,81188064,47970427,50972714,47970427,43863786,48389472,43863786,59241013.2,65396684,59241013.2,5761167,9355330,5761167,9353325,14610836,9353325,9477234,15287724,9477234,7286571,11936968,7286571,5178113,7890076,5178113,7411282,11816186.8,7411282
16,"061","16","01","0611601",Roncesvalles,Roncesvalles,Roncesvalles Núcleo,297,"297",12970.25,15209.5,12970.25,18213.25,20364.5,18213.25,25493.75,26017.1666666667,25493.75,20452,26501,20452,18167.75,20318.5,18167.75,20897.7857142857,22920.7142857143,20897.7857142857,2196.25,3442,2196.25,3165,4965.5,3165,2812.83333333333,3840.66666666667,2812.83333333333,2515.25,4013,2515.25,3136.25,4927.5,3136.25,2778.75,4124.28571428571,2778.75,10731,10731,15238,15181,16062,16062,21228,19501,,,,,,,,,,,,,28514,28514,29628,29619,28431,28431,29785,29776,17966,17966,17684,19611,14403,14403,34454,18548,16017,16017,21182,19455,924,977,3134,3750,1349,1380,4466,5465,,,,,,,,,,,,,1711,2271,4196,3901,1744,2254,4351,4056,1292,1438,3060,3480,1002,1033,4025,4001,1330,1360,4428,5427,3852164.25,4517221.5,3852164.25,5409335.25,6048256.5,5409335.25,7571643.75,7727098.5,7571643.75,6074244,7870797,6074244,5395821.75,6034594.5,5395821.75,6206642.35714286,6807452.14285714,6206642.35714286,652286.25,1022274,652286.25,940005,1474753.5,940005,835411.5,1140678,835411.5,747029.25,1191861,747029.25,931466.25,1463467.5,931466.25,825288.75,1224912.85714286,825288.75
17,"179","02","01","1790201",Villar del Olmo,Villar del Olmo,Villar del Olmo Núcleo,667,"667",37238.5,46072,37238.5,59118.25,67819.5,59118.25,59963,71585,59963,39398.75,46014.5,39398.75,37194.5,45116,37194.5,46582.6,55321.4,46582.6,4485.75,7409,4485.75,6583,10401,6583,6446.5,10412,6446.5,5219.75,8600,5219.75,4122.25,6495,4122.25,5371.45,8663.4,5371.45,28405,28405,46980,45164,50417,50417,68085,67554,,,,,,,,,,,,,48341,48341,72587,70583,,,,,,,,,32783,32783,46422,45607,29273,29273,45116,45116,1560,1565,6955,7863,2763,2767,10581,10221,,,,,,,,,,,,,2434,2528,11107,9717,,,,,,,,,1830,1849,8179,9021,1736,1763,6495,6495,24838079.5,30730024,24838079.5,39431872.75,45235606.5,39431872.75,39995321,47747195,39995321,26278966.25,30691671.5,26278966.25,24808731.5,30092372,24808731.5,31070594.2,36899373.8,31070594.2,2991995.25,4941803,2991995.25,4390861,6937467,4390861,4299815.5,6944804,4299815.5,3481573.25,5736200,3481573.25,2749540.75,4332165,2749540.75,3582757.15,5778487.8,3582757.15
18,"061","09","01","0610901","Guijo, El",El Guijo,El Guijo Núcleo,2017,"2017",6167.5,6127,6167.5,9502.5,10488,9502.5,36062.1666666667,37057,36062.1666666667,9046.25,11445.5,9046.25,9456.5,10442,9456.5,20337.0357142857,21381.9285714286,20337.0357142857,1065.5,1402,1065.5,1846.75,2660,1846.75,3365.66666666667,4613.5,3365.66666666667,1998.5,3192.5,1998.5,1820,2622,1820,2403.96428571429,3388.14285714286,2403.96428571429,6208,6208,6127,6127,8517,8517,10479,10497,,,,,,,,,,,,,38056,38056,38530,40805,37973,37973,38687,40962,29173,29173,28032,35326,6647,6647,8402,14489,8471,8471,10433,10451,746,712,1402,1402,1042,1025,2855,2465,,,,,,,,,,,,,2032,2505,4624,4163,2107,2496,4779,4318,1714,1853,4533,5264,814,795,2790,3595,1030,1006,2817,2427,12439847.5,12358159,12439847.5,19166542.5,21154296,19166542.5,72737390.1666667,74743969,72737390.1666667,18246286.25,23085573.5,18246286.25,19073760.5,21061514,19073760.5,41019801.0357143,43127349.9285714,41019801.0357143,2149113.5,2827834,2149113.5,3724894.75,5365220,3724894.75,6788549.66666667,9305429.5,6788549.66666667,4030974.5,6439272.5,4030974.5,3670940,5288574,3670940,4848795.96428571,6833884.14285714,4848795.96428571
19,"061","15","01","0611501","Ranchos, Los",Los Ranchos,Los Ranchos Núcleo,119,"119",14306.25,17089.5,14306.25,18796.25,21135.5,18796.25,36805.5833333333,37727.8333333333,36805.5833333333,20547.5,20399,20547.5,18750.75,21089.5,18750.75,26116.7857142857,27556.7142857143,26116.7857142857,3117,4917.5,3117,4056,6304.5,4056,4475.25,6486,4475.25,3222,4827,3222,4028.25,6266.5,4028.25,3978.42857142857,5967.64285714286,3978.42857142857,11523,11523,15389,18790,16457,16457,19640,22631,,,,,,,,,,,,,39227,39227,39113,39110,39144,39144,39270,39267,25796,32762,34650,34957,20696,20696,20399,20399,16412,16412,19594,22585,1305,1328,4748,5087,1822,1793,6683,5926,,,,,,,,,,,,,2473,2836,6277,6277,2517,2812,6432,6432,2000,2149,6687,6811,1618,1616,4827,4827,1805,1775,6645,5888,1702443.75,2033650.5,1702443.75,2236753.75,2515124.5,2236753.75,4379864.41666667,4489612.16666667,4379864.41666667,2445152.5,2427481,2445152.5,2231339.25,2509650.5,2231339.25,3107897.5,3279249,3107897.5,370923,585182.5,370923,482664,750235.5,482664,532554.75,771834,532554.75,383418,574413,383418,479361.75,745713.5,479361.75,473433,710149.5,473433
20,"061","17","01","0611701","Pocillo, El",El Pocillo,El Pocillo Núcleo,466,"466",2549,2730,2549,7960,9571,7960,36378.25,37875.1666666667,36378.25,5008,5612,5008,7914.5,9525,7914.5,18938.0357142857,20151.9285714286,18938.0357142857,618.5,883,618.5,1434,2000.5,1434,2883.66666666667,3733.83333333333,2883.66666666667,929.5,1247,929.5,1407.5,1962.5,1407.5,1862.92857142857,2470.64285714286,1862.92857142857,2368,2368,2730,2730,6349,6349,12060,7082,,,,,,,,,,,,,37870,37870,40121,40088,37787,37787,40292,40259,28987,28987,32090,34401,4404,4404,5612,5612,6304,6304,12014,7036,339,369,883,883,854,881,2433,1568,,,,,,,,,,,,,1958,2421,3230,3170,2017,2412,3388,3328,1610,1783,4676,4611,600,624,1247,1247,840,865,2395,1530,1187834,1272180,1187834,3709360,4460086,3709360,16952264.5,17649827.6666667,16952264.5,2333728,2615192,2333728,3688157,4438650,3688157,8825124.64285714,9390798.71428571,8825124.64285714,288221,411478,288221,668244,932233,668244,1343788.66666667,1739966.33333333,1343788.66666667,433147,581102,433147,655895,914525,655895,868124.714285714,1151319.57142857,868124.714285714
21,"115","20","01","1152001",Arroyo Meaques,Arroyo Meaques,Arroyo Meaques Núcleo,5167,"5167",7719.25,8826.5,7719.25,47873.25,53363.5,47873.25,17237.8333333333,14640.6666666667,17237.8333333333,2862.5,3333,2862.5,9753.25,11050.5,9753.25,17131.6785714286,17213.6428571429,17131.6785714286,1607.5,2587,1607.5,4183.25,6336.5,4183.25,2171.83333333333,2890.83333333333,2171.83333333333,645.25,999,645.25,2066,2678,2066,2145.35714285714,3039,2145.35714285714,6612,6612,7353,10300,42383,42383,53910,52817,,,,,,,,,,,,,22684,22684,12990,12990,22601,22601,13147,13147,14220,14220,18512,17058,2392,2392,3222,3444,8456,8456,10992,11109,592,664,2426,2748,2031,2029,6516,6157,,,,,,,,,,,,,1316,2121,2504,2504,1352,2082,2659,2659,917,929,3471,3548,287,296,944,1054,1188,1720,2684,2672,39885364.75,45606525.5,39885364.75,247361082.75,275729204.5,247361082.75,89067884.8333333,75648324.6666667,89067884.8333333,14790537.5,17221611,14790537.5,50395042.75,57097933.5,50395042.75,88519383.1785714,88942892.6428571,88519383.1785714,8305952.5,13367029,8305952.5,21614852.75,32740695.5,21614852.75,11221862.8333333,14936935.8333333,11221862.8333333,3334006.75,5161833,3334006.75,10675022,13837226,10675022,11085060.3571429,15702513,11085060.3571429
22,"115","23","01","1152301",Húmera-Somosaguas,Húmera-Somosaguas,Húmera-Somosaguas Núcleo,16845,"16845",5442.75,6209.5,5442.75,43994.5,49402,43994.5,13215.8333333333,14368.6666666667,13215.8333333333,1775.75,1860.5,1775.75,12846.5,13057,12846.5,14815.2857142857,16233.5714285714,14815.2857142857,1228.5,1936.5,1228.5,4391.5,6955.5,4391.5,2201.66666666667,3241.33333333333,2201.66666666667,417.75,662.5,417.75,2380.25,3505,2380.25,2146.14285714286,3254.78571428571,2146.14285714286,4676,4676,6926,5493,38587,38587,57286,41518,,,,,,,,,,,,,12924,12924,14559,16236,12841,12841,14730,16407,10424,10424,12572,11708,1691,1691,1773,1948,12636,12636,13057,13057,502,539,1987,1886,1828,1827,7706,6205,,,,,,,,,,,,,1026,1729,3583,3608,1068,1704,3741,3766,712,733,2536,2214,170,176,550,775,966,1545,3563,3447,91683123.75,104599027.5,91683123.75,741087352.5,832176690,741087352.5,222620712.5,242040190,222620712.5,29912508.75,31340122.5,29912508.75,216399292.5,219945165,216399292.5,249563487.857143,273454510.714286,249563487.857143,20694082.5,32620342.5,20694082.5,73974817.5,117165397.5,73974817.5,37087075,54600260,37087075,7036998.75,11159812.5,7036998.75,40095311.25,59041725,40095311.25,36151776.4285714,54826865.3571429,36151776.4285714
23,"115","01","01","1150101","Ángeles, Los",Los Ángeles,Los Ángeles Núcleo,1728,"1728",6624.5,7485,6624.5,40932.5,41409,40932.5,16735.6666666667,13488.6666666667,16735.6666666667,3124,3260,3124,9915.5,10779,9915.5,15829.0714285714,14771.2857142857,15829.0714285714,1388.75,2175,1388.75,4090.75,6214,4090.75,2227.08333333333,2956.5,2227.08333333333,748.5,1090,748.5,2182,2814,2182,2155.89285714286,3023.21428571429,2155.89285714286,5764,5764,7485,7485,40456,40456,41721,41097,,,,,,,,,,,,,23869,23869,13424,13424,23786,23786,13581,13581,12293,12293,13596,13326,2988,2988,3260,3260,9052,9052,10779,10779,572,633,2238,2112,1943,1992,6391,6037,,,,,,,,,,,,,1372,2233,2880,2880,1409,2235,3035,3035,846,891,2787,3122,395,419,1090,1090,1278,1822,2844,2784,11447136,12934080,11447136,70731360,71554752,70731360,28919232,23308416,28919232,5398272,5633280,5398272,17133984,18626112,17133984,27352635.4285714,25524781.7142857,27352635.4285714,2399760,3758400,2399760,7068816,10737792,7068816,3848400,5108832,3848400,1293408,1883520,1293408,3770496,4862592,3770496,3725382.85714286,5224114.28571429,3725382.85714286
24,"115","04","01","1150401",Pozuelo de Alarcón,Pozuelo de Alarcón,Pozuelo de Alarcón Núcleo,59169,"59169",2428.25,2031,2428.25,37849,37469,37849,11176.9166666667,12183.5,11176.9166666667,3419.5,3399,3419.5,11953.25,10845.5,11953.25,12740.1071428571,12899.2857142857,12740.1071428571,688,1030,688,3294.75,4782,3294.75,1898.5,2713,1898.5,727.25,1108,727.25,1847.75,2700.5,1847.75,1750.46428571429,2537.07142857143,1750.46428571429,3269,2382,2031,2031,38229,38229,39958,34980,,,,,,,,,,,,,10264,10264,11827,11010,10181,10181,11998,11181,10066,10066,10145,16940,3440,3440,3399,3399,13061,13061,9655,12036,349,343,1030,1030,1836,1779,4892,4672,,,,,,,,,,,,,953,1601,2767,2732,985,1566,2925,2890,709,690,1673,3291,343,350,1108,1108,1003,987,2307,3094,143677124.25,120172239,143677124.25,2239487481,2217003261,2239487481,661326982.25,720885511.5,661326982.25,202328395.5,201115431,202328395.5,707261849.25,641717389.5,707261849.25,753819399.535714,763237836.428571,753819399.535714,40708272,60944070,40708272,194947062.75,282946158,194947062.75,112332346.5,160525497,112332346.5,43030655.25,65559252,43030655.25,109329519.75,159785884.5,109329519.75,103573221.321429,150115979.357143,103573221.321429
25,"119","02","02","1190202",Quijorna,Quijorna,Quijorna Núcleo,3927,"3927",27705.5,29939,27705.5,66155.25,81447.5,66155.25,35592,36636.6666666667,35592,23125,25471,23125,26004.75,26772.5,26004.75,35680.9285714286,39077.1428571429,35680.9285714286,4872,8112,4872,6386.25,10227.5,6386.25,4678.33333333333,7232.33333333333,4678.33333333333,4276.25,7345,4276.25,4201,6755.5,4201,4824.35714285714,7733.85714285714,4824.35714285714,25472,25472,29939,29939,50863,50863,80717,82178,,,,,,,,,,,,,40264,40264,41214,41203,40181,40181,41371,41360,23197,23197,27336,27336,20779,20779,25471,25471,25237,25237,25537,28008,1649,1615,8112,8112,2543,2547,9434,11021,,,,,,,,,,,,,2134,2842,7218,7218,2180,2814,7373,7373,1353,1423,7194,7018,1214,1201,7345,7345,1614,1679,6656,6855,108799498.5,117570453,108799498.5,259791666.75,319844332.5,259791666.75,139769784,143872190,139769784,90811875,100024617,90811875,102120653.25,105135607.5,102120653.25,140119006.5,153455940,140119006.5,19132344,31855824,19132344,25078803.75,40163392.5,25078803.75,18371815,28401373,18371815,16792833.75,28843815,16792833.75,16497327,26528848.5,16497327,18945250.5,30370857,18945250.5
26,"043","14","01","0431401",Valle de San Juan - Los Vallejos,Valle de San Juan - Los Vallejos,Valle de San Juan - Los Vallejos Núcleo,876,"876",22359.5,28156,22359.5,61460,69859.5,61460,,,,23584,29441,23584,26941,31197,26941,39160.9,45702.6,39160.9,2247,3292,2247,5397.75,8294.5,5397.75,,,,2623.5,3867.5,2623.5,2292,3392,2292,3591.6,5428.1,3591.6,16563,16563,28156,28156,54310,54310,78561,54197,51811,51811,82787,63893,,,,,,,,,,,,,,,,,,,,,17727,17727,29441,29441,22685,22685,31197,31197,1223,1181,3292,3292,2487,2600,9533,6832,2424,2493,9247,7566,,,,,,,,,,,,,,,,,,,,,1406,1353,3443,4292,1184,1200,3392,3392,19586922,24664656,19586922,53838960,61196922,53838960,,,,20659584,25790316,20659584,23600316,27328572,23600316,34304948.4,40035477.6,34304948.4,1968372,2883792,1968372,4728429,7265982,4728429,,,,2298186,3387930,2298186,2007792,2971392,2007792,3146241.6,4755015.6,3146241.6
27,"143","01","01","1430101",Somosierra,Somosierra,Somosierra Núcleo,98,"98",68432.75,86489.5,68432.75,71962.25,71338.5,71962.25,83881.25,79949,83881.25,29636.25,34649.5,29636.25,71196,69505,71196,68164.9583333333,70313.4166666667,68164.9583333333,4914.25,7779,4914.25,3706.75,4567.5,3706.75,4655.75,5812.75,4655.75,2594.75,4192.5,2594.75,4621.5,6198,4621.5,4191.45833333333,5727.08333333333,4191.45833333333,50376,50376,107850,65129,72586,72586,71454,71223,,,,,,,,,,,,,88978,88978,78184,78184,86649,86649,80149,83279,,,,,24623,24623,44905,24394,72887,72887,69505,69505,2072,2027,7719,7839,2833,2859,4478,4657,,,,,,,,,,,,,3363,3537,5191,5551,3449,3646,5928,6581,,,,,1002,992,5833,2552,3045,3045,5748,6648,6706409.5,8475971,6706409.5,7052300.5,6991173,7052300.5,8220362.5,7835002,8220362.5,2904352.5,3395651,2904352.5,6977208,6811490,6977208,6680165.91666667,6890714.83333333,6680165.91666667,481596.5,762342,481596.5,363261.5,447615,363261.5,456263.5,569649.5,456263.5,254285.5,410865,254285.5,452907,607404,452907,410762.916666667,561254.166666667,410762.916666667
28,"021","02","01","0210201",Peñáguila,Peñáguila,Peñáguila Núcleo,28,"28",10942.5,9130,10942.5,46826.25,46677.5,46826.25,60456.25,58710,60456.25,9454.5,9309,9454.5,55653,64030,55653,40631.4583333333,41094.4166666667,40631.4583333333,2165.75,3357,2165.75,3992,5867.5,3992,5048.375,7303.5,5048.375,1449.5,2194,1449.5,4808.5,7344,4808.5,3752.08333333333,5561.58333333333,3752.08333333333,12755,12755,9130,9130,46975,46975,47491,45864,,,,,,,,,,,,,63367,63367,58541,56914,61038,61038,60506,58879,,,,,9600,9600,9309,9309,47276,47276,49304,78756,999,950,3357,3357,2098,2135,4944,6791,,,,,,,,,,,,,2611,2827,5811,7958,2765,2970,6560,8885,,,,,741,669,2194,2194,2285,2261,6418,8270,306390,255640,306390,1311135,1306970,1311135,1692775,1643880,1692775,264726,260652,264726,1558284,1792840,1558284,1137680.83333333,1150643.66666667,1137680.83333333,60641,93996,60641,111776,164290,111776,141354.5,204498,141354.5,40586,61432,40586,134638,205632,134638,105058.333333333,155724.333333333,105058.333333333
29,"061","20","01","0612001",Parquelagos,Parquelagos,Parquelagos Núcleo,2203,"2203",8791.75,10756.5,8791.75,12040.25,14544.5,12040.25,30321,31944.3333333333,30321,10630.75,13595.5,10630.75,11994.75,14498.5,11994.75,19202.9285714286,21318.2857142857,19202.9285714286,1362.75,2071.5,1362.75,2164.5,3494.5,2164.5,2667.83333333333,3625.66666666667,2667.83333333333,1911.75,3230.5,1911.75,2137,3456.5,2137,2225.64285714286,3304.28571428571,2225.64285714286,6827,6827,13146,8367,9536,9536,16924,12165,,,,,,,,,,,,,31686,31686,33361,33415,31603,31603,33518,33572,22804,22804,29217,28583,7666,7666,16516,10675,9491,9491,16878,12119,644,664,2350,1793,833,836,3908,3081,,,,,,,,,,,,,1640,2139,3074,3315,1672,2109,3229,3470,1272,1428,4227,4439,587,599,3896,2565,815,820,3870,3043,19368225.25,23696569.5,19368225.25,26524670.75,32041533.5,26524670.75,66797163,70373366.3333333,66797163,23419542.25,29950886.5,23419542.25,26424434.25,31940195.5,26424434.25,42304051.6428571,46964183.4285714,42304051.6428571,3002138.25,4563514.5,3002138.25,4768393.5,7698383.5,4768393.5,5877236.83333333,7987343.66666667,5877236.83333333,4211585.25,7116791.5,4211585.25,4707811,7614669.5,4707811,4903091.21428571,7279341.42857143,4903091.21428571
30,"020","01","01","0200101",Berzosa del Lozoya,Berzosa del Lozoya,Berzosa del Lozoya Núcleo,225,"225",37420,44293,37420,78120.5,91474,78120.5,79013.75,78033,79013.75,21784,25057,21784,85238.5,105409,85238.5,63431.75,70383.1666666667,63431.75,6091.25,10075,6091.25,5892,8586,5892,5421.25,6971,5421.25,2527.5,3577,2527.5,6406.75,9417,6406.75,5293.33333333333,7599.5,5293.33333333333,30547,30547,44293,44293,64767,64767,91474,91474,,,,,,,,,,,,,81159,81159,77051,77051,78830,78830,79015,79015,,,,,18511,18511,25057,25057,65068,65068,105409,105409,2094,2121,10075,10075,3177,3219,8586,8586,,,,,,,,,,,,,3696,3911,6636,6636,3841,4038,7306,7306,,,,,1490,1466,3577,3577,3400,3393,9417,9417,8419500,9965925,8419500,17577112.5,20581650,17577112.5,17778093.75,17557425,17778093.75,4901400,5637825,4901400,19178662.5,23717025,19178662.5,14272143.75,15836212.5,14272143.75,1370531.25,2266875,1370531.25,1325700,1931850,1325700,1219781.25,1568475,1219781.25,568687.5,804825,568687.5,1441518.75,2118825,1441518.75,1191000,1709887.5,1191000
